# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Aug 12 18:25:49 BST 2021 [seed=1628789148168]
# B.1.1.33.dataset.aln.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
20000	-48686.56714819601	-396.2047270633121	-48290.3624211327	0.5593851914336363	2020.019849781244	20.985048003031654	12.076990254564965	8.109442175381577	6.450072423327209	6.976039542263328	0.29237355294620376	0.17924118422825228	0.19364179233956155	0.3347434704859824	0.00610846579744749	0.013351626478569786	1.0102385377745438	0.9795208699635497	0.0013275626866719238	0.0013275626866719235	-48290.3624211327	0.0	-386.1465871673812
21000	-48694.77481611358	-397.60131123535194	-48297.17350487823	0.555295705300336	2020.0239392673773	21.0845990932926	17.58402823382194	8.752508238978539	4.710777153374811	8.012978896226803	0.29004956957621536	0.17968745247197623	0.19103977446629103	0.3392232034855173	0.007112657797180022	0.010190819547609638	0.9867417041891154	1.0265192520603783	0.0013116393750382954	0.0013116393750382946	-48297.17350487823	0.0	-386.7568316877027
22000	-48704.142576771876	-400.51492040994185	-48303.62765636193	0.5535453777327312	2020.0256895949449	21.18919175139751	16.41407933764694	8.594202471738098	5.718456000024951	5.687907244762323	0.2945536975397332	0.17968745247197623	0.19106046874144955	0.334698381246841	0.011710069945867008	0.007546878442324289	0.9707612487320834	1.0584833696475546	0.0012580951907008738	0.0012580951907008703	-48303.62765636193	0.0	-390.161860556062
23000	-48711.56041095385	-408.4202206826843	-48303.140190271166	0.5613096295518498	2020.0179253431256	21.49300908757302	17.15395992481456	8.21451553570649	6.569925816664794	5.954729439053639	0.2945536975397332	0.17761940143406194	0.19237552131837926	0.33545137970782557	0.014307905682068984	0.027336175639904557	1.001094236322425	0.997811307783298	0.0012424120662865787	0.0012424120662865772	-48303.140190271166	0.0	-398.0787702346732
24000	-48711.792149642824	-410.253665551494	-48301.53848409133	0.5918969625840994	2019.9873380100935	21.569955272633113	11.71393039332144	6.975520198122641	6.963847668912808	9.770628823531807	0.2945536975397332	0.18397132679355163	0.19233305445631113	0.329141921210404	0.006262870762113436	0.02563984071987121	1.0274966526412546	0.9450011771790862	0.001278391315945261	0.001278391315945261	-48301.53848409133	0.0	-400.6377478457288
25000	-48638.710723640696	-406.93859700048944	-48231.77212664021	0.5912803764619416	2019.9879545962156	21.610076930493253	15.102445750004044	8.129920028636109	5.059262175253658	8.271746378703982	0.292535072988087	0.17947121625244838	0.192342536500504	0.33565117425896057	0.011172383086117982	0.01842295258722411	1.0596032274609506	0.8807815849642311	0.0012646895568666017	0.0012646895568666006	-48231.77212664021	0.0	-396.6920474877245
26000	-48632.46974088747	-405.5743874484307	-48226.89535343904	0.5874431144466905	2019.991791858231	21.553066319356912	17.377561246470613	8.640285581215526	5.964440572935232	6.8928304168708046	0.2927942447806534	0.18140102081874362	0.19035101630038792	0.335453718100215	0.015575460401405916	0.021786495678291627	0.9878127169033406	1.024377011720177	0.0012711312870858093	0.001271131287085809	-48226.89535343904	0.0	-394.72451763456354
27000	-48618.05407305568	-411.22278345842454	-48206.831289597256	0.6042932529347931	2019.9749417197427	21.799364092891903	16.853145372335717	8.080925814396167	5.737910218478015	6.563709942851559	0.2927942447806534	0.18140102081874362	0.193829442826358	0.33197529157424494	0.013787531757507982	0.018479304085978022	1.0196760292611804	0.9606439932426114	0.0012930580314523454	0.001293058031452346	-48206.831289597256	0.0	-401.10811535397244
28000	-48606.52435034197	-405.5006985288523	-48201.02365181312	0.5940834902339476	2019.9851514824436	21.64952122302326	18.67339913933599	8.898136934526477	6.2021735933193805	6.490580321654795	0.2956013961230464	0.17936642897555838	0.19300825379402906	0.3320239211073661	0.02110145898193322	0.013890084822726221	0.9651727828174833	1.0696614228705386	0.0012687125554303425	0.001268712555430345	-48201.02365181312	0.0	-394.3613488239096
29000	-48603.36520838723	-405.87201677307166	-48197.49319161416	0.5888369049991016	2019.9903980676784	21.820193489032146	21.689091232455134	9.285098807792782	5.993075447433219	6.17918383943727	0.2925882937914338	0.1795155323277295	0.19300825379402906	0.3348879200868076	0.012239572610131389	0.019912770332423415	1.0027664210587808	0.9944666027663444	0.0012098266805045544	0.0012098266805045555	-48197.49319161416	0.0	-394.3294773016567
30000	-48596.75504931614	-406.7788691059139	-48189.97618021023	0.527941747593466	2020.051293225084	21.772529936797515	20.241415422669977	9.077669263016812	5.341839927990173	6.917125781251529	0.2940635488565998	0.17886695545310416	0.1935108523138957	0.33355864337640034	0.016624045589236244	0.02618851372962441	1.0185430930385355	0.9629100930253603	0.001336841762185851	0.0013368417621858533	-48189.97618021023	0.0	-395.4843461214441
31000	-48598.79787392307	-402.0220658012115	-48196.775808121856	0.5544415860824597	2020.024793386595	21.785501777499537	22.803759459482606	9.516779840017165	5.479411321756689	7.784855070210474	0.2908528495104779	0.18190257403006996	0.19368593308305176	0.33355864337640034	0.01998132901231452	0.025112302796091047	1.0843767240463442	0.8312296206894845	0.0014218245801351336	0.0014218245801351328	-48196.775808121856	0.0	-389.934754725004
32000	-48606.46244995617	-403.3445557589542	-48203.11789419722	0.5783226292424704	2020.0009123434352	21.940932381491205	21.83083856020083	9.397518399621546	6.588770183626975	5.878735974698828	0.2908528495104779	0.18190257403006996	0.19215553491463752	0.3350890415448146	0.024744313631246604	0.017579311880669305	1.0794753147819687	0.8410334227457283	0.0011647935630084466	0.0011647935630084468	-48203.11789419722	0.0	-391.59240167807536
33000	-48594.793419435235	-403.5791887374702	-48191.21423069776	0.5402637464904846	2020.0389712261872	21.74074607931201	26.25444586966245	9.534119256102052	5.183614929475068	5.616992061048442	0.2941279040880709	0.17862751945247704	0.19173409801921265	0.3355104784402395	0.037705479601141664	0.03421506955151367	1.0635502374314743	0.8728867730075383	0.0012289858023776525	0.0012289858023776512	-48191.21423069776	0.0	-391.8714619769162
34000	-48578.65809436561	-402.3648806314006	-48176.29321373421	0.5915162287977717	2019.98771874388	21.939080696384735	23.470142141205947	9.583240873201948	5.87303684175089	8.209912047111985	0.2941279040880709	0.17862751945247704	0.19173409801921265	0.3355104784402395	0.024884646260637418	0.05389785107448201	0.999317899921246	1.0013643370292011	0.0012357059493748792	0.00123570594937488	-48176.29321373421	0.0	-389.92302347929115
35000	-48586.5759690242	-414.85077897779627	-48171.7251900464	0.5895519930154959	2019.9896829796621	22.357468643734222	19.36930994793639	8.457494600714803	5.846726017709101	6.215300435347772	0.2941279040880709	0.18022030480698398	0.19014131266470571	0.3355104784402395	0.03036542839560453	0.08023046182069754	0.9942797910919431	1.0114415656457334	0.001205736006153968	0.0012057360061539686	-48171.7251900464	0.0	-404.1202112871836
36000	-48574.55136985362	-406.6656751419274	-48167.885694711695	0.6472159075950219	2019.9320190650826	22.354784564515057	15.616699007835447	8.308927397764926	5.76342611075286	7.308563034727173	0.2949325583066321	0.18022030480698398	0.19020088809689126	0.33464624878949273	0.03128021063938441	0.052087586064409865	1.0391594957795802	0.9216731506108451	0.0012518026566774464	0.0012518026566774457	-48167.885694711695	0.0	-396.11860132423885
37000	-48540.18385997409	-401.0674672547071	-48139.11639271938	0.5971995119243066	2019.9820354607532	22.209182096526927	30.529592647946785	10.146904536211665	5.198829561207622	6.33942661944205	0.29780388021913223	0.17621452918162087	0.19020088809689126	0.33578070250235575	0.033578523656315806	0.04032886244657702	1.0476207841287488	0.9047488760518991	0.001320159665456123	0.0013201596654561236	-48139.11639271938	0.0	-388.406097545314
38000	-48522.84495391414	-393.3927363676153	-48129.452217546524	0.5556318578855709	2020.023603114792	21.86979123567796	29.910139654720645	10.79704514721467	5.674742279299046	7.884397209622824	0.29780388021913223	0.17621452918162087	0.19020088809689126	0.33578070250235575	0.027945162120430883	0.028143127873269377	1.0460683771657293	0.9078540014873113	0.001209244091510101	0.0012092440915101	-48129.452217546524	0.0	-379.6594506511077
39000	-48492.668792464254	-393.3842996706598	-48099.284492793595	0.5820197540156921	2019.997215218662	21.857146129673776	38.040122176323436	11.837554791013137	5.526107402165072	6.785212171087178	0.29759640954925853	0.17988714062389016	0.19025606495927933	0.3322603848675721	0.02238829123777089	0.01593352020789709	1.0032177706253926	0.9935638130643307	0.0012585326554568816	0.0012585326554568823	-48099.284492793595	0.0	-378.68966328024584
40000	-48503.01782837551	-391.28054990093153	-48111.737278474575	0.5472624836284732	2020.0319724890492	21.886880853485838	33.4684720546476	10.997698993666383	5.170106249946415	6.312008156032613	0.29461321820657704	0.1774741704837092	0.1927701761607003	0.3351424351490136	0.01829318086539814	0.006632756783736586	0.9616016356080074	1.0768044338836935	0.0013175821971388214	0.0013175821971388214	-48111.737278474575	0.0	-377.78894835616427
41000	-48505.07552827738	-394.4519270472446	-48110.62360123014	0.6364043093994357	2019.942830663278	22.3509894636098	32.40433376587522	10.567425056399397	6.18006231146348	8.387120516011107	0.29179594593683783	0.18296694881404663	0.1927701761607003	0.3324669290884154	0.013459223035516655	0.01558125964483365	0.9894200935298925	1.021161935927368	0.0011951836493756486	0.0011951836493756497	-48110.62360123014	0.0	-380.68928779245704
42000	-48496.29451152848	-396.07004717276004	-48100.22446435572	0.6018341011224764	2019.9774008715551	22.27898061499661	33.27541305835508	11.083598602499732	5.970700903662929	8.387120516011107	0.29179594593683783	0.18126753540751228	0.1927701761607003	0.33416634249494975	0.027889959073682646	0.007797917415716808	1.0417550526109485	0.9164815161180049	0.0011882715612110389	0.0011882715612110387	-48100.22446435572	0.0	-381.803612943913
43000	-48498.60806312093	-400.7521902372864	-48097.85587288365	0.6313525950117231	2019.9478823776658	22.55130291637927	35.655595428251885	11.063522589935916	5.314478998986255	7.917369082120926	0.2908150792293922	0.18126753540751228	0.1975576573995454	0.3303597279635503	0.04502128306211524	0.007964803048787644	0.9972601683880783	1.0054802130044433	0.0012454925011916968	0.0012454925011916957	-48097.85587288365	0.0	-386.67101017924875
44000	-48492.261223580426	-394.09345890268526	-48098.16776467774	0.568382478650434	2020.0108524940272	22.05835304940454	32.71673645987759	10.838581037528922	6.184488468514846	6.039598518946969	0.2959340317867123	0.18325209400370565	0.19254095974696742	0.3282729144626148	0.06849187990248302	0.009954583896347999	1.0184663881102212	0.9630635182737685	0.0011741070047340063	0.0011741070047340072	-48098.16776467774	0.0	-380.48079762901426
